;KBP1437D;KBP1438D;KBP1440D;KBP1456D;KBP1457D;KBP1481D;KBP1482D;KBP1484D
20060916;12600;0;;36;1134;0;0;
20060918;12600;0;;36;1072;-20;0;
20060919;12600;0;;36;1494;-13;0;
20060920;13150;-759;;36;1887;-17;0;
20060921;13150;0;;9;998;-24;0;
20060922;13150;0;;1048;581;-19;0;
20060923;13150;0;;1048;581;0;0;
20060925;0;0;;0;0;0;0;
20060926;13150;0;;88;581;-32;0;
20060927;13100;-850;;13;827;-26;0;
20060928;13100;-624;;470;824;-10;0;
20060929;13100;-1450;;204;603;0;0;
20060930;13100;0;;204;603;-1368;0;
20061002;13100;0;;13;1245;-5;0;
20061003;13100;0;;13;856;-8;0;
20061004;12500;0;;434;637;-8;0;
20061005;12500;0;;282;590;-7;0;
20061006;12500;0;;24;759;0;0;
20061007;12500;0;;24;759;0;0;
20061009;12500;0;;10;1376;0;29;
20061010;12500;0;;10;1419;-4;0;
20061011;11302;0;;10;960;-4;0;
20061012;11302;0;;10;989;-2;0;
20061013;11302;0;;10;821;-10;0;
20061014;11302;0;;10;821;0;0;
20061016;11302;0;;10;821;-17;0;
20061017;11302;0;;10;1411;-13;0;
20061018;11700;-816;;12;1122;-14;0;
20061019;11700;-444;;12;1115;-10;0;
20061020;11700;0;;51;1602;-15;0;
20061021;11700;0;;95;1053;0;0;
20061023;11700;-670;;97;637;-16;0;
20061024;11700;0;;97;933;-18;0;
20061025;12700;0;;168;1180;-15;0;
20061026;12700;0;;186;418;-18;0;
20061027;12700;250;;1229;490;-29;0;
20061028;12700;0;;1229;490;0;0;
20061030;12700;0;;93;685;-14;0;
20061031;12700;-1457;;1188;312;-13;0;
20061101;12100;500;;580;406;-18;0;
20061102;12100;0;;407;406;-17;0;
20061103;12100;0;;789;732;-7;0;
20061104;12100;0;;789;732;0;0;
20061106;12100;0;;92;967;-12;0;
20061107;12100;0;;92;1434;-12;0;
20061108;11900;0;;92;1490;0;1;
20061109;11900;0;;92;974;-4;0;
20061110;11900;0;;113;1057;-6;0;
20061111;11900;0;;113;1057;0;0;
20061113;11900;0;;93;899;-5;0;
20061114;11900;0;;87;1387;-1;0;
20061115;11400;0;;87;1341;-5;0;
20061116;11400;454;;169;946;-18;0;
20061117;11400;0;;167;814;-12;0;
20061118;11400;0;;167;814;0;0;
20061120;11400;0;;167;2323;-27;0;
20061121;11400;0;;39;1253;-8;0;
20061122;12450;-1000;;426;1271;-3;0;
20061123;12450;200;;1239;1000;-7;0;
20061124;12450;390;;1056;1000;-18;0;
20061125;12450;0;;1056;1000;0;0;
20061127;12450;0;;268;2398;-15;0;
20061128;12450;0;;56;1959;-14;0;
20061129;12450;0;;130;2059;-15;0;
20061130;12450;0;;300;1301;-12;0;
20061201;12450;0;;813;1004;-10;0;
20061202;12450;0;;813;1004;0;0;
20061204;12450;0;;637;1168;-12;0;
20061205;12450;0;;96;1162;-10;0;
20061206;13000;0;;56;1520;-20;0;
20061207;13000;0;;646;1470;-7;0;
20061208;13000;0;;113;1218;0;19;
20061209;13000;0;;113;1218;0;0;
20061211;13000;0;;56;2195;-9;0;
20061212;13000;0;;56;2238;-9;0;
20061213;13000;-500;;56;2581;0;0;
20061214;13000;-693;;56;1489;-25;0;
20061215;13000;0;;56;1501;-43;0;
20061216;0;0;;0;0;0;0;
20061218;13000;0;;56;1392;-29;0;
20061219;13000;0;;56;1377;-23;0;
20061220;12900;-159;;56;1782;-23;0;
20061221;12900;0;;66;1509;-25;0;
20061222;12900;0;;8;759;-13;0;
20061223;12900;0;;8;759;0;0;
20061225;0;0;;0;0;0;0;
20061226;0;0;;0;0;0;0;
20061227;12300;500;;284;676;-15;0;
20061228;12300;440;;649;892;-13;0;
20061229;12300;0;;122;628;-59;0;
20061230;12300;0;;122;628;-27;0;
20070101;0;0;;0;0;0;0;
20070102;12300;-1150;;7;1011;-10;0;
20070103;12100;0;;7;865;-8;0;
20070104;12100;0;;7;1237;-14;0;
20070105;12100;0;;7;1073;-13;0;
20070106;12100;0;;7;1073;0;0;
20070108;12100;0;;7;1073;-14;0;
20070109;12100;0;;7;1943;-13;0;
20070110;11800;-1174;;7;924;-15;0;
20070111;11800;0;;7;965;-12;0;
20070112;11800;0;;10;918;-13;0;
20070113;11800;0;;10;918;0;0;
20070115;11800;0;;5;985;-12;0;
20070116;11800;0;;5;1450;-20;0;
20070117;12100;0;;276;1442;-20;0;
20070118;12100;0;;5;1068;-13;0;
20070119;12100;0;;69;656;-16;0;
20070120;12100;0;;69;656;0;0;
20070122;12100;0;;26;2220;-4;0;
20070123;12100;0;;76;843;-16;0;
20070124;13500;0;;42;1533;-10;0;
20070125;13500;0;;287;947;-12;0;
20070126;13500;0;;1187;807;-27;0;
20070127;13500;0;;1187;807;0;0;
20070129;13500;0;;323;695;-21;0;
20070130;13500;372;;936;1130;-12;0;
20070131;14700;-416;;732;1068;-21;0;
20070201;14700;0;;382;896;-10;0;
20070202;14700;600;;364;908;-7;0;
20070203;14700;0;;364;908;0;0;
20070205;14700;0;;35;1049;-9;0;
20070206;14700;-109;;35;1631;-19;0;
20070207;12400;546;;35;1266;-14;0;
20070208;12400;0;;35;1153;0;0;
20070209;12400;227;;49;1237;-11;0;
20070210;12400;0;;49;1237;0;0;
20070212;12400;0;;35;1357;-9;0;
20070213;12400;0;;50;1416;-11;0;
20070214;12200;0;;50;972;-2;0;
20070215;12200;0;;50;919;-6;0;
20070216;12200;0;;50;1395;-11;0;
20070217;12200;0;;50;1395;0;0;
20070219;12200;0;;50;2017;-10;0;
20070220;12200;-128;;441;752;-7;0;
20070221;13000;0;;92;1589;-12;0;
20070222;13000;0;;547;365;-16;0;
20070223;13000;0;;1218;361;-17;0;
20070224;13000;0;;1218;361;0;0;
20070226;13000;0;;1007;387;-15;0;
20070227;13000;0;;98;506;-12;0;
20070228;13700;-380;;148;1351;-78;0;
20070301;13700;0;;210;384;0;69;
20070302;13700;0;;1082;424;-20;0;
20070303;13700;0;;1082;424;0;0;
20070305;13700;0;;111;727;-19;0;
20070306;13700;0;;84;1332;-13;0;
20070307;13050;0;;184;653;-21;0;
20070308;13050;0;;88;801;-5;0;
20070309;13050;0;;364;794;-8;0;
20070310;13050;0;;364;794;0;0;
20070312;13050;0;;79;1233;-4;0;
20070313;13050;0;;79;869;-8;0;
20070314;12600;0;;79;935;-6;0;
20070315;12600;0;;82;963;-3;0;
20070316;12600;0;;96;706;-20;0;
20070317;12600;0;;96;706;0;0;
20070319;12600;0;;67;987;-17;0;
20070320;12600;463;;58;973;-29;0;
20070321;0;0;;0;0;0;0;
20070322;13400;0;;157;965;-12;0;
20070323;13400;500;;844;1036;-45;0;
20070324;13400;0;;844;1120;0;0;
20070326;13400;0;;251;1283;-33;0;
20070327;13400;0;;251;1581;-29;0;
20070328;13900;-1266;;180;823;-17;0;
20070329;13900;0;;452;805;-10;0;
20070330;13900;0;;1155;1537;0;0;
20070331;13900;0;;1140;1537;0;0;
20070402;13900;0;;210;692;-42;0;
20070403;13900;0;;758;744;-17;0;
20070404;14050;0;;74;1099;-18;0;
20070405;14050;0;;411;808;-52;0;
20070406;0;0;;0;0;0;0;
20070407;14050;0;;411;808;0;0;
20070409;0;0;;0;0;0;0;
20070410;14050;0;;90;1798;-20;0;
20070411;12700;0;;732;732;-10;0;
20070412;12700;0;;90;1410;-20;0;
20070413;12700;0;;122;1472;-33;0;
20070414;12700;0;;122;1472;0;0;
20070416;12700;-680;;90;1452;-13;0;
20070417;12700;0;;71;904;-15;0;
20070418;11500;0;;120;796;-15;0;
20070419;11500;0;;427;666;-20;0;
20070420;11500;0;;427;746;-20;0;
20070421;11500;0;;427;746;0;0;
20070423;11500;-453;;427;995;-24;0;
20070424;11500;0;;632;1188;-25;0;
20070425;13400;0;;41;1092;-36;0;
20070426;13400;0;;237;468;-31;0;
20070427;0;0;;0;0;0;0;
20070428;13400;0;;241;468;0;0;
20070430;13400;0;;751;610;0;0;
20070501;0;0;;0;0;0;0;
20070502;13700;0;;498;546;-42;0;
20070503;13700;0;;754;640;-17;0;
20070504;13700;0;;41;767;-18;0;
20070505;13700;0;;41;767;-52;0;
20070507;13700;0;;30;1118;-49;0;
20070508;13700;-846;;441;796;-18;0;
20070509;12000;0;;801;662;-29;0;
20070510;12000;0;;62;1196;-20;0;
20070511;12000;0;;72;943;-53;0;
20070512;12000;0;;72;943;0;0;
20070514;12000;0;;595;2387;-27;0;
20070515;12000;0;;117;2040;-26;0;
20070516;11050;0;;25;1012;-23;0;
20070517;11050;0;;238;1011;-21;0;
20070518;11050;0;;238;1415;-24;0;
20070519;11050;0;;238;1415;0;0;
20070521;11050;-1743;;1396;843;-10;0;
20070522;11050;0;;7;1833;-29;0;
20070523;12000;-1756;;323;11;-19;0;
20070524;12000;0;;452;14;-22;0;
20070525;12000;0;;677;13;-60;0;
20070526;12000;0;;677;13;0;0;
20070528;12000;0;;225;116;-20;0;
20070529;12000;-844;;14;126;-26;0;
20070530;12400;0;;1092;105;-24;0;
20070531;12400;650;;965;101;-142;0;
20070601;12400;0;;657;168;-19;0;
20070602;12400;0;;657;168;0;0;
20070604;12400;0;;641;168;-24;0;
20070605;12400;0;;9;750;-24;0;
20070606;11150;0;;19;286;-15;0;
20070607;11150;0;;373;344;-26;0;
20070608;11150;495;;129;389;-42;0;
20070609;11150;0;;129;389;0;0;
20070611;11150;0;;431;514;-30;0;
20070612;11150;377;;56;515;-28;0;
20070613;11600;0;;183;124;-10;0;
20070614;11600;0;;432;619;-28;0;
20070615;11600;409;;131;756;-56;0;
20070616;0;0;;0;0;0;0;
20070618;11600;0;;128;1004;-16;0;
20070619;11600;-1245;;279;713;-18;0;
20070620;10700;-728;;353;1201;-36;0;
20070621;10700;0;;663;436;-23;0;
20070622;10700;0;;168;147;-23;0;
20070623;10700;0;;168;147;0;0;
20070625;10700;0;;112;283;-40;0;
20070626;10700;0;;35;284;-19;0;
20070627;11850;-1388;;858;104;-37;0;
20070628;11850;0;;956;59;-20;0;
20070629;11850;2042;;111;1079;-108;0;
20070630;11850;0;;111;1079;0;0;
20070702;11850;0;;648;93;-56;0;
20070703;11850;0;;233;55;-26;0;
20070704;12050;0;;462;55;-18;0;
20070705;12050;0;;580;61;-35;0;
20070706;12050;0;;551;194;-22;0;
20070707;12050;0;;551;194;0;0;
20070709;12050;0;;313;176;-28;0;
20070710;12050;0;;136;281;-26;0;
20070711;11350;0;;28;507;-15;0;
20070712;11350;0;;163;210;-24;0;
20070713;11350;0;;130;464;-45;0;
20070714;11350;0;;130;464;-45;0;
20070716;11350;-877;;131;259;-23;0;
20070717;11350;0;;438;125;-23;0;
20070718;12700;-1123;;131;746;-11;0;
20070719;12700;-541;;369;610;-14;0;
20070720;12700;0;;116;1481;-202;0;
20070721;12700;0;;1;512;0;0;
20070723;12700;0;;0;254;-22;0;
20070724;12700;0;;0;609;-22;0;
20070725;13000;-1216;;87;40;-23;0;
20070726;13000;-494;;306;8;-36;0;
20070727;13000;0;;1489;17;-25;0;
20070728;13000;0;;1489;17;-26;0;
20070730;13000;0;;619;8;-26;0;
20070731;13000;261;;112;95;-94;0;
20070801;13175;0;;332;120;-47;0;
20070802;13175;0;;882;151;-35;0;
20070803;13175;0;;658;275;-41;0;
20070804;13175;0;;658;275;0;3;
20070806;13175;0;;18;296;-4;0;
20070807;13175;0;;103;750;-32;0;
20070808;13125;0;;757;276;-19;0;
20070809;0;0;;0;0;0;0;
20070810;13125;0;;240;275;-57;0;
20070811;13125;0;;240;275;0;0;
20070813;13125;0;;49;1060;-21;0;
20070814;13125;-267;;36;1049;0;0;
20070815;12375;0;;100;633;-11;0;
20070816;12375;0;;170;923;-22;0;
20070817;12375;268;;83;915;-21;0;
20070818;12375;0;;83;915;-25;0;
20070820;12375;0;;83;951;-17;0;
20070821;12375;-552;;83;887;-34;0;
20070822;13200;-2592;;233;228;-85;0;
20070823;13200;285;;428;297;-21;0;
20070824;13200;0;;952;218;-60;0;
20070825;13200;0;;952;218;0;0;
20070827;13200;-330;;229;631;-28;0;
20070828;13200;-1141;;229;410;-49;0;
20070829;10300;0;;253;410;-37;0;
20070830;10300;0;;659;410;-36;0;
20070831;10300;0;;302;388;-143;0;
20070901;10300;0;;302;388;-140;0;
20070903;10300;0;;313;549;-52;0;
20070904;10300;0;;208;580;-27;0;
20070905;12750;0;;103;485;-45;0;
20070906;12750;-575;;258;392;-30;0;
20070907;12750;0;;332;426;-30;0;
20070908;12750;0;;332;426;0;0;
20070910;12750;0;;195;426;-44;0;
20070911;12750;0;;191;567;-31;0;
20070912;12050;0;;489;359;-33;0;
20070913;12050;0;;389;363;-40;0;
20070914;12050;0;;774;475;-26;0;
20070915;12050;0;;774;475;0;122;
20070917;12050;0;;158;851;0;38;
20070918;12050;0;;158;972;-42;0;
20070919;13550;0;;70;2308;-43;0;
20070920;13550;-1048;;1604;951;0;0;
20070921;13550;0;;139;711;-57;0;
20070922;13550;0;;43;27;-58;0;
20070924;0;0;;0;0;0;0;
20070925;13550;-931;;363;17;-47;0;
20070926;13700;-1497;;5;33;-38;0;
20070927;13700;0;;5;378;-46;0;
20070928;13700;0;;452;10;-61;0;
20070929;13700;0;;452;10;-58;0;
20071001;13700;0;;554;729;0;86;
20071002;13700;0;;250;138;-69;0;
20071003;13600;0;;1057;16;-38;0;
20071004;13600;0;;904;42;-40;0;
20071005;13600;0;;384;42;-46;0;
20071006;13600;0;;384;42;-42;0;
20071008;13600;0;;72;716;-24;0;
20071009;13600;0;;28;411;-27;0;
20071010;12900;258;;27;200;-30;0;
20071011;12900;0;;27;225;-25;0;
20071012;12900;0;;27;75;-62;0;
20071013;12900;0;;27;75;-63;0;
20071015;12900;0;;52;941;-21;0;
20071016;12900;0;;34;1751;-27;0;
20071017;12300;0;;441;1123;-15;0;
20071018;12300;0;;1128;783;-25;0;
20071019;12300;0;;380;683;-23;0;
20071020;12300;0;;442;9;-24;0;
20071022;12300;0;;0;130;-25;0;
20071023;12300;-215;;3;626;-14;0;
20071024;12600;0;;21;1525;-12;0;
20071025;12600;0;;65;362;-19;0;
20071026;12600;0;;746;26;-40;0;
20071027;12600;0;;746;26;-27;0;
20071029;12600;0;;706;26;-12;0;
20071030;12600;0;;30;26;-19;0;
20071031;13300;0;;244;43;-86;0;
20071101;13300;0;;25;169;-12;0;
20071102;13300;0;;712;31;-24;0;
20071103;13300;0;;712;31;-25;0;
20071105;13300;0;;39;829;0;0;
20071106;13300;0;;38;1036;-14;0;
20071107;12100;0;;303;8;-10;0;
20071108;12100;0;;233;352;-7;0;
20071109;12100;0;;306;131;-21;0;
20071110;12100;0;;306;131;-21;0;
20071112;12100;0;;64;486;-21;0;
20071113;12100;0;;165;850;-33;0;
20071114;11800;430;;194;573;-14;0;
20071115;11800;0;;160;802;-12;0;
20071116;11800;220;;270;586;-18;0;
20071117;11800;0;;270;586;-14;0;
20071119;11800;0;;236;621;-7;0;
20071120;11800;0;;293;590;-11;0;
20071121;13400;-1234;;13;1033;-17;0;
20071122;13400;0;;325;504;-28;0;
20071123;13400;0;;1196;9;-13;0;
20071124;13400;0;;1196;9;-13;0;
20071126;13400;0;;866;9;-20;0;
20071127;13400;0;;159;158;-30;0;
20071128;12600;0;;30;620;-27;0;
20071129;12600;0;;1456;133;-3;0;
20071130;12600;0;;450;162;-115;0;
20071201;12600;0;;450;162;-109;0;
20071203;12600;0;;93;319;-17;0;
20071204;12600;0;;0;318;0;10;
20071205;12000;0;;35;314;-25;0;
20071206;12000;0;;892;163;0;6;
20071207;12000;0;;55;444;-28;0;
20071208;12000;0;;55;444;-28;0;
20071210;12000;-440;;55;444;0;0;
20071211;12000;0;;41;779;-7;0;
20071212;12000;0;;63;1355;-17;0;
20071213;12000;0;;142;588;-15;0;
20071214;12000;527;;458;300;-10;0;
20071215;12000;0;;458;300;-10;0;
20071217;0;0;;0;0;0;0;
20071218;12000;0;;127;587;-4;0;
20071219;12625;0;;20;960;-14;0;
20071220;12625;0;;0;926;-51;0;
20071221;12625;-2194;;443;537;-17;0;
20071222;12625;0;;443;537;-21;0;
20071224;12625;0;;116;1521;-16;0;
20071225;0;0;;0;0;0;0;
20071226;0;0;;0;0;0;0;
20071227;10850;0;;229;6;-8;0;
20071228;10850;0;;127;13;-13;0;
20071229;10850;0;;127;13;-13;0;
20071231;10850;0;;101;956;-151;0;
20080101;0;0;;0;0;0;0;
20080102;11500;0;;166;30;-27;0;
20080103;11500;0;;499;16;-32;0;
20080104;11500;0;;112;526;-11;0;
20080105;11500;0;;112;526;-12;0;
20080107;11500;0;;104;1423;-22;0;
20080108;11500;0;;94;66;-21;0;
20080109;11300;0;;709;23;-20;0;
20080110;11300;0;;220;85;-22;0;
20080111;11300;0;;397;629;-35;0;
20080112;11300;0;;397;629;-35;0;
20080114;11300;0;;292;403;-58;0;
20080115;11300;0;;293;846;-22;0;
20080116;10975;0;;1110;95;-28;0;
20080117;10975;0;;1361;142;-20;0;
20080118;10975;0;;941;128;-19;0;
20080119;10975;0;;941;128;-19;0;
20080121;10975;-123;;736;1011;-22;0;
20080122;10975;-290;;7;631;-35;0;
20080123;11800;-1974;;71;191;-14;0;
20080124;11800;0;;24;712;-12;0;
20080125;11800;0;;453;48;-34;0;
20080126;11800;0;;453;48;-34;0;
20080128;11800;0;;20;257;-11;0;
20080129;11800;0;;605;95;-16;0;
20080130;11400;0;;1295;95;-22;0;
20080131;11400;0;;178;125;-151;0;
20080201;11400;0;;1038;178;-34;0;
20080202;11400;0;;1038;178;-23;0;
20080204;11400;0;;95;300;-26;0;
20080205;11400;0;;9;1251;-21;0;
20080206;11100;0;;596;225;-11;0;
20080207;11100;0;;369;346;-29;0;
20080208;11100;0;;50;246;-25;0;
20080209;11100;0;;50;246;-22;0;
20080211;11100;0;;44;1189;0;7;
20080212;11100;0;;40;1234;-14;0;
20080213;11300;0;;268;457;-44;0;
20080214;11300;0;;168;232;-21;0;
20080215;11300;0;;223;232;-21;0;
20080216;11300;0;;223;232;-23;0;
20080218;11300;0;;363;940;-22;0;
20080219;11300;0;;443;685;-23;0;
20080220;11850;-935;;1338;88;-36;0;
20080221;11850;0;;851;1902;-30;0;
20080222;11850;0;;1;2025;-41;0;
20080223;11850;0;;12;35;-42;0;
20080225;11850;0;;4;121;-15;0;
20080226;11850;0;;164;218;-26;0;
20080227;10850;0;;846;91;-12;0;
20080228;10850;0;;119;94;0;16;
20080229;10850;0;;501;68;-99;0;
20080301;10850;0;;501;68;-94;0;
20080303;10850;0;;29;652;-30;0;
20080304;10850;0;;17;673;-22;0;
20080305;11300;0;;66;144;-53;0;
20080306;11300;0;;55;521;-22;0;
20080307;11300;0;;91;202;-20;0;
20080308;11300;0;;91;202;-20;0;
20080310;11300;0;;88;435;-35;0;
20080311;11300;0;;188;650;0;0;
20080312;10750;0;;260;185;-23;0;
20080313;10750;0;;741;68;-137;0;
20080314;10750;0;;700;82;-11;0;
20080315;10750;0;;700;82;0;138;
20080317;10750;0;;284;278;0;7;
20080318;10750;0;;583;631;-13;0;
20080319;10900;0;;94;563;-18;0;
20080320;10900;0;;94;675;-20;0;
20080321;0;0;;0;0;0;0;
20080322;10900;0;;94;675;-22;0;
20080324;0;0;;0;0;0;0;
20080325;10900;0;;3;1009;-10;0;
20080326;10900;-1110;;39;56;-34;0;
20080327;10900;-837;;38;9;-21;0;
20080328;10900;0;;40;76;-57;0;
20080329;10900;0;;40;76;-108;0;
20080331;10900;-1250;;22;164;-104;0;
20080401;10900;0;;22;164;-67;0;
20080402;10200;0;;1196;10;-10;0;
20080403;10200;0;;836;44;-27;0;
20080404;10200;0;;191;418;-47;0;
20080405;10200;0;;191;418;-43;0;
20080407;10200;-490;;181;597;-43;0;
20080408;10200;0;;92;504;-34;0;
20080409;10700;0;;490;100;-27;0;
20080410;10700;0;;115;210;-22;0;
20080411;10700;-407;;221;120;-32;0;
20080412;10700;0;;221;120;-33;0;
20080414;10700;0;;222;128;-11;0;
20080415;10700;0;;222;299;-17;0;
20080416;9600;0;;517;94;-7;0;
20080417;9600;0;;404;331;-23;0;
20080418;9600;281;;158;113;-42;0;
20080419;9600;0;;158;113;-46;0;
20080421;9600;0;;15;315;-55;0;
20080422;9600;-1062;;37;148;-31;0;
20080423;10450;-1255;;47;219;-31;0;
20080424;10450;0;;60;170;-30;0;
20080425;10450;0;;807;14;-25;0;
20080426;10450;0;;807;14;-26;0;
20080428;0;0;;0;0;0;0;
20080429;10450;0;;2160;142;-17;0;
20080430;12500;0;;1113;138;-119;0;
20080501;0;0;;0;0;0;0;
20080502;0;0;;0;0;0;0;
20080503;12500;0;;1113;138;-126;0;
20080505;12500;0;;823;405;-25;0;
20080506;12500;0;;29;1186;-24;0;
20080507;11000;0;;76;368;-22;0;
20080508;11000;-1029;;77;620;-21;0;
20080509;11000;0;;16;1613;-39;0;
20080510;11000;0;;16;1613;-38;0;
20080512;11000;0;;211;888;-15;0;
20080513;11000;0;;444;1504;-13;0;
20080514;10900;0;;295;778;-9;0;
20080515;10900;0;;432;252;-18;0;
20080516;10900;0;;1098;448;-25;0;
20080517;10900;0;;1098;448;-25;0;
20080519;10900;0;;444;1102;-11;0;
20080520;10900;0;;444;2096;-28;0;
20080521;9300;-927;;791;1176;-20;0;
20080522;9300;1106;;791;1330;-35;0;
20080523;9300;0;;902;6;-44;0;
20080524;9300;0;;902;6;-20;0;
20080526;9300;0;;6;189;-21;0;
20080527;9300;0;;4;98;-23;0;
20080528;9800;-1973;;43;102;-18;0;
20080529;9800;-998;;43;76;-35;0;
20080530;9800;0;;833;102;-107;0;
20080531;9800;0;;833;102;-107;0;
20080602;9800;0;;1104;337;-26;0;
20080603;9800;0;;699;257;-19;0;
20080604;10200;0;;861;226;-22;0;
20080605;10200;0;;366;195;-23;0;
20080606;10200;0;;225;268;-28;0;
20080607;10200;0;;225;268;-29;0;
20080609;10200;0;;0;1206;0;111;
20080610;10200;-350;;0;1421;-16;0;
20080611;8800;0;;658;213;-10;0;
20080612;8800;0;;35;356;0;4;
20080613;8800;0;;857;249;-39;0;
20080614;8800;0;;857;249;-38;0;
20080616;0;0;;0;0;0;0;
20080617;8800;0;;0;855;0;0;
20080618;8800;0;;0;1034;-20;0;
20080619;8800;0;;0;1817;-42;0;
20080620;8800;-1138;;9;646;-33;0;
20080621;8800;0;;9;646;-1122;0;
20080623;8800;-1200;;27;461;-60;0;
20080624;8800;-1100;;112;572;-31;0;
20080625;7600;0;;188;6;-40;0;
20080626;7600;0;;969;5;-40;0;
20080627;7600;0;;1711;23;-213;0;
20080628;7600;0;;1711;14;-224;0;
20080630;7600;0;;146;623;-84;0;
20080701;7600;0;;107;764;0;141;
20080702;10100;0;;77;305;0;68;
20080703;10100;0;;1039;248;-20;0;
20080704;10100;0;;666;107;-23;0;
20080705;10100;0;;666;107;-21;0;
20080707;10100;-778;;57;473;0;4;
20080708;10100;-430;;97;1329;-32;0;
20080709;9600;-270;;44;1818;-25;0;
20080710;9600;0;;84;1326;-34;0;
20080711;9600;0;;382;134;-21;0;
20080712;9600;0;;382;134;-20;0;
20080714;9600;0;;84;791;-38;0;
20080715;9600;0;;307;2136;-31;0;
20080716;9050;0;;1178;589;-37;0;
20080717;9050;0;;854;589;-31;0;
20080718;9050;505;;256;589;-9;0;
20080719;9050;0;;256;589;-9;0;
20080721;9050;-330;;11;539;-12;0;
20080722;9050;-780;;21;690;-20;0;
20080723;8000;-350;;39;1089;-17;0;
20080724;8000;0;;142;216;-49;0;
20080725;8000;0;;926;8;-23;0;
20080726;8000;0;;1057;8;-164;0;
20080728;8000;0;;201;458;-16;0;
20080729;8000;0;;832;19;-42;0;
20080730;10800;0;;215;572;0;0;
20080731;10800;700;;685;408;0;12;
20080801;10800;0;;1512;439;-131;0;
20080802;10800;0;;1512;439;-129;0;
20080804;10800;0;;85;621;-43;0;
20080805;10800;0;;86;1429;0;12;
20080806;10000;0;;72;1499;0;23;
20080807;10000;0;;85;518;-120;0;
20080808;10000;0;;13;747;0;17;
20080809;0;0;;0;0;0;0;
20080811;10000;-1367;;178;591;-6;0;
20080812;10000;0;;13;701;-15;0;
20080813;10000;0;;497;342;-27;0;
20080814;10000;0;;423;522;-23;0;
20080815;10000;0;;13;852;-7;0;
20080816;10000;0;;13;852;-6;0;
20080818;10000;0;;13;1715;-4;0;
20080819;10000;0;;572;2296;-42;0;
20080820;10300;-1398;;1631;847;-20;0;
20080821;10300;0;;2485;65;-61;0;
20080822;10300;0;;1945;48;-25;0;
20080823;10300;0;;1945;48;-20;0;
20080825;10300;0;;293;162;0;4;
20080826;10300;0;;675;162;-8;0;
20080827;9925;0;;1525;221;-11;0;
20080828;9925;400;;1641;181;-19;0;
20080829;9925;1750;;224;534;-245;0;
20080830;9925;0;;224;534;-243;0;
20080901;9925;0;;1038;442;-8;0;
20080902;9925;0;;377;496;-60;0;
20080903;9975;0;;913;411;-41;0;
20080904;9975;0;;378;183;-20;0;
20080905;9975;0;;754;550;-3;0;
20080906;9975;0;;754;550;-3;0;
20080908;9975;0;;31;550;-25;0;
20080909;9975;0;;0;1638;-23;0;
20080910;12000;0;;0;1256;-14;0;
20080911;12000;0;;0;1248;0;4;
20080912;12000;0;;4;1014;-24;0;
20080913;12000;0;;4;1014;-24;0;
20080915;12000;-701;;241;1039;-39;0;
20080916;12000;-470;;0;1730;-11;0;
20080917;12400;-790;;289;1905;-28;0;
20080918;12400;-166;;589;1287;-14;0;
20080919;12400;0;;555;9;-24;0;
20080920;12400;0;;555;9;-24;0;
20080922;12400;0;;0;51;-22;0;
20080923;12400;0;;679;9;-88;0;
20080924;0;0;;0;0;0;0;
20080925;13000;0;;792;148;-34;0;
20080926;13000;965;;260;177;-37;0;
20080927;13000;0;;260;177;-32;0;
20080929;13000;0;;6;426;-15;0;
20080930;13000;0;;0;553;-45;0;
20081001;14000;0;;251;37;-9;0;
20081002;14000;0;;708;37;-113;0;
20081003;14000;0;;1546;181;-68;0;
20081004;14000;0;;1546;181;-56;0;
20081006;14000;0;;22;781;-44;0;
20081007;14000;-1395;;54;494;0;66;
20081008;12400;0;;637;494;-12;0;
20081009;12400;0;;44;415;-64;0;
20081010;12400;0;;32;482;-47;0;
20081011;12400;0;;32;482;-46;0;
20081013;12400;-668;;217;1042;-28;0;
20081014;12400;0;;218;1136;-25;0;
20081015;11975;0;;214;204;-24;0;
20081016;11975;0;;32;1000;-108;0;
