;KBP1437D;KBP1438D;KBP1440D;KBP1456D;KBP1457D;KBP1481D;KBP1482D;KBP1484D
20151130;49700;0;;2461;175;-2212;0;604
20151201;49700;0;;2785;261;-2674;0;2215
20151202;50000;0;;967;834;-1093;0;2575
20151203;50000;0;;2083;331;-1685;0;194
20151204;50000;0;;1692;323;-1412;0;1825
20151205;50000;0;;967;1125;0;113;1527
20151207;50000;0;;2073;1063;-1628;0;0
20151208;50000;0;;1389;1122;-1665;0;1251
20151209;50000;0;;967;577;-1360;0;-1531
20151210;50000;0;;2709;1267;-1366;0;726
20151211;50000;0;;4692;1267;-3090;0;1941
20151212;50000;0;;967;1858;0;1230;4316
20151214;50000;0;;2190;855;-1771;0;0
20151215;50000;0;;3720;1460;-4216;0;2545
20151216;0;0;;0;0;0;0;0
20151217;50000;0;;3106;1059;-3625;0;3841
20151218;50000;0;;2498;4117;-1690;0;5805
20151219;50000;0;;2498;4927;-911;0;2851
20151221;50000;0;;967;9521;-2048;0;6124
20151222;50000;0;;928;43;-2455;0;0
20151223;50000;0;;2462;43;-1831;0;0
20151224;50000;0;;2926;43;-1800;0;1588
20151225;0;0;;0;0;0;0;0
20151226;0;0;;0;0;0;0;0
20151228;50000;0;;2467;43;-1643;0;2381
20151229;50000;0;;927;505;-1622;0;2002
20151230;50000;0;;1652;505;-1409;0;0
20151231;50000;0;;2271;43;-2446;0;859
20160101;0;0;;0;0;0;0;0
20160102;0;0;;0;0;0;0;0
20160104;50000;0;;1906;76;-3215;0;0
20160105;50000;0;;2739;64;-2533;0;1720
20160106;50000;0;;2912;118;-2522;0;2726
20160107;50000;0;;2668;64;-2006;0;3034
20160108;50000;0;;3387;1350;-2207;0;3048
20160109;50000;0;;3387;1350;-2209;0;2671
20160111;50000;0;;3164;1350;-2575;0;3483
20160112;50000;0;;1646;1566;-2524;0;3228
20160113;50000;0;;927;1037;-2185;0;2160
20160114;50000;0;;6592;1616;-6453;0;2215
20160115;50000;0;;1660;5169;-313;0;8346
20160116;50000;0;;927;5291;0;547;-630
20160118;50000;0;;927;3013;-150;0;-2228
20160119;50000;0;;927;2946;-1271;0;0
20160120;50000;0;;2288;2859;-920;0;101
20160121;50000;0;;927;4597;0;837;3099
20160122;50000;0;;4935;284;-2971;0;0
20160123;50000;0;;922;215;0;1592;0
20160125;50000;0;;2169;125;-1683;0;0
20160126;50000;0;;922;271;-975;0;3774
20160127;50000;0;;2514;125;-1712;0;0
20160128;50000;0;;4088;125;-1313;0;1816
20160129;50000;0;;2497;439;-588;0;5372
20160130;50000;0;;2415;439;-495;0;1730
20160201;50000;0;;4607;52;-3989;0;1831
20160202;50000;0;;4782;630;-3675;0;4670
20160203;50000;0;;2993;499;-3241;0;4534
20160204;50000;0;;1322;1351;-617;0;3069
20160205;50000;0;;1447;1042;-1995;0;583
20160206;50000;0;;922;1644;-896;0;0
20160208;50000;0;;2988;564;-1505;0;1061
20160209;50000;0;;1086;1441;-1176;0;3459
20160210;50000;0;;2040;1376;-1142;0;756
20160211;50000;0;;972;2048;-167;0;1997
20160212;50000;0;;1471;584;-1206;0;293
20160213;50000;0;;1043;2611;0;1276;0
20160215;50000;0;;1043;2516;-1417;0;265
20160216;50000;0;;1043;2523;-870;0;480
20160217;50000;0;;993;1892;-642;0;179
20160218;50000;0;;993;3813;0;237;1920
20160219;50000;0;;2977;72;-1237;0;0
20160220;50000;0;;921;138;0;888;0
20160222;50000;0;;1510;125;-1315;0;0
20160223;50000;0;;921;582;-1255;0;610
20160224;50000;0;;2843;110;-1240;0;-452
20160225;50000;0;;2371;205;-1242;0;2002
20160226;50000;0;;2868;180;-1414;0;1491
20160227;50000;0;;921;330;0;694;2098
20160229;50000;0;;921;1399;-1753;0;0
20160301;50000;0;;3829;180;0;333;-1120
20160302;51300;0;;4100;147;-3197;0;3157
20160303;51300;0;;2700;581;-1883;0;3645
20160304;51300;0;;7128;348;-3963;0;1912
20160305;51300;0;;972;1150;0;2996;6959
20160307;51300;0;;1793;819;-1281;0;0
20160308;51300;0;;1023;819;-786;0;1235
20160309;51300;0;;2056;819;-1185;0;500
20160310;51300;0;;1603;950;-1157;0;1661
20160311;51300;0;;2318;920;-1135;0;1174
20160312;51300;0;;972;1686;0;983;2113
20160314;51300;0;;1413;954;-1181;0;0
20160315;51300;0;;972;1854;-409;0;1341
20160316;51300;0;;1366;1536;-1240;0;0
20160317;52500;1200;;1331;1110;-1258;0;2054
20160318;53700;2400;;975;2311;-23;0;1556
20160319;53700;0;;975;2311;-23;0;0
20160321;0;0;;0;0;0;0;0
20160322;51300;0;;920;266;-1488;0;0
20160323;53800;2500;;2206;45;-1469;0;-224
20160324;51300;0;;4283;90;-1395;0;1324
20160325;0;0;;0;0;0;0;0
20160326;51300;0;;973;345;0;0;-1443
20160328;0;0;;0;0;0;0;0
20160329;51300;0;;1366;309;-1469;0;55
20160330;51300;0;;1097;309;-1400;0;506
20160331;51300;0;;2078;133;-3322;0;248
20160401;51300;0;;5380;379;-4810;0;1475
20160402;51300;0;;928;696;-38;0;4770
20160404;51300;0;;3336;379;-3148;0;0
20160405;51300;0;;1743;867;-1649;0;2897
20160406;53011;-889;;920;914;-1052;0;870
20160407;53900;0;;1468;426;-1482;0;0
20160408;53900;0;;3528;426;-3296;0;1482
20160409;53900;0;;920;1258;0;146;3439
20160411;53900;0;;920;1258;-200;0;0
20160412;53900;0;;1943;1065;-952;0;0
20160413;53900;0;;1331;1282;-1134;0;1368
20160414;53900;0;;2234;1282;-1151;0;615
20160415;53900;0;;920;1453;-1072;0;1772
20160416;53900;0;;920;1797;-489;0;344
20160418;53900;0;;1399;1266;-1110;0;0
20160419;53900;0;;920;1554;-954;0;1515
20160420;51618;-2282;;920;3050;-1148;0;1496
20160421;53900;0;;994;46;-1605;0;0
20160422;53900;0;;984;46;-1929;0;0
20160423;53900;0;;984;46;-1928;0;0
20160425;53900;0;;984;46;-1296;0;0
20160426;53900;0;;984;94;0;3034;1369
20160427;0;0;;0;0;0;0;0
20160428;53900;0;;5915;94;-1262;0;0
20160429;53900;0;;4861;105;-1654;0;5136
20160430;53900;0;;984;477;0;2569;4248
20160502;0;0;;0;0;0;0;0
20160503;53900;0;;2810;46;-3290;0;0
20160504;53900;0;;3185;62;-2906;0;2376
20160505;53900;0;;3185;62;-2188;0;2888
20160506;53900;0;;1726;234;-1599;0;1208
20160507;53900;0;;1074;876;-304;0;1711
20160509;53900;0;;1948;727;-1277;0;128
20160510;53900;0;;1483;124;-1151;0;1240
20160511;53900;0;;1226;812;-1278;0;1492
20160512;53900;0;;1681;812;-1356;0;597
20160513;53900;0;;1057;548;-1126;0;1157
20160514;53900;0;;988;1364;-238;0;886
20160516;53900;0;;1483;548;-1019;0;0
20160517;53900;0;;988;906;-1061;0;1530
20160518;54000;0;;988;1719;-1646;0;813
20160519;54000;0;;988;764;-1456;0;0
20160520;54000;0;;2765;1574;-1353;0;1273
20160521;54000;0;;988;3159;0;2010;3362
20160523;54000;0;;883;775;-1038;0;1710
20160524;54000;0;;476;506;-1278;0;512
20160525;54000;0;;397;1267;-1915;0;376
20160526;54000;0;;489;488;-1118;0;-787
20160527;54450;450;;425;492;-1201;0;78
20160528;54450;0;;425;502;-1181;0;11
20160530;52517;-1483;;425;502;-1317;0;0
20160531;54000;0;;397;8102;-1835;0;0
20160601;54000;0;;3050;105;-4672;0;-7991
20160602;54000;0;;4056;151;-3609;0;2786
20160603;54000;0;;5357;2795;-2479;0;3944
20160604;54000;0;;1662;2483;0;903;2746
20160606;54000;0;;682;243;-1415;0;-717
20160607;54000;0;;2168;2008;-799;0;579
20160608;54000;0;;850;561;-1422;0;326
20160609;54000;0;;1111;314;-1002;0;490
20160610;54000;0;;844;392;-1232;0;1095
20160611;54000;0;;571;937;-416;0;818
20160613;54000;0;;1272;392;-1577;0;0
20160614;54000;0;;535;1304;-336;0;1316
20160615;54000;0;;897;392;-951;0;-282
20160616;54000;0;;0;0;0;0;-54000
20160617;54000;0;;943;1211;-1430;0;1388
20160618;54000;0;;606;1643;-656;0;769
20160620;54000;0;;606;1643;-2163;0;0
20160621;54000;0;;606;1643;-1064;0;0
20160622;54000;0;;0;45;-2424;0;0
20160623;55650;1650;;6546;45;-5196;0;-4798
20160624;54000;0;;0;302;-531;0;6788
20160625;54000;0;;0;302;-157;0;370
20160627;53817;-183;;0;2927;0;401;-1
20160628;54000;0;;833;2562;0;328;-2740
20160629;54000;0;;1617;645;-700;0;-1626
20160630;54000;0;;1966;380;-1409;0;1141
20160701;54000;0;;6005;473;-5368;0;-52579
20160702;54000;0;;6007;473;-5365;0;0
20160704;54000;900;;2539;1286;-2161;0;7708
20160705;54000;0;;1859;1204;-1543;0;2685
20160706;55000;0;;195;1813;-2395;0;2227
20160707;55000;0;;322;1235;-1024;0;-47
20160708;55000;0;;2576;1457;-2792;0;710
20160709;55000;0;;120;1971;0;186;2970
20160711;55000;-1304;;120;3930;-1201;0;-1304
20160712;55000;-1200;;0;3175;0;1576;-3377
20160713;55000;0;;592;1099;-944;0;-1728
20160714;55000;0;;1723;1747;-932;0;1074
20160715;55000;0;;9;1747;-1300;0;1817
20160716;55000;0;;0;1862;-1171;0;124
20160718;55000;0;;541;1214;-1146;0;0
20160719;55000;0;;133;1214;-3150;0;1783
20160720;55000;0;;0;3831;0;60;2750
20160721;55000;0;;3212;55;-939;0;0
20160722;55000;0;;1381;155;-2539;0;3312
20160723;55000;0;;0;200;-1109;0;1426
20160725;56500;1500;;1427;190;-1478;0;0
20160726;55000;0;;669;190;-1384;0;1489
20160727;55000;0;;3915;190;-4232;0;757
20160728;55000;0;;3716;332;-2400;0;4157
20160729;55000;0;;974;343;-1465;0;3969
20160730;55000;0;;0;635;-199;0;1267
20160801;56000;1000;;2176;343;-2237;0;-1000
20160802;56000;0;;1210;308;-1667;0;1587
20160803;0;0;;87807;0;0;0;0
20160804;56000;0;;902;806;-1303;0;1829
20160805;56000;0;;664;486;-1255;0;1080
20160806;56000;0;;0;1052;0;70;1231
20160808;56000;0;;0;574;-989;0;0
20160809;56000;0;;0;0;0;0;-56000
20160810;56000;-960;;513;486;-1263;0;-408
20160811;56000;0;;0;1200;-339;0;1249
20160812;56000;0;;742;486;-1032;0;24
20160813;56000;0;;0;1372;0;594;1628
20160815;56000;-455;;0;1370;-2018;0;-455
20160816;56000;0;;0;701;-890;0;0
20160817;56000;0;;0;1481;-252;0;780
20160818;56000;900;;0;935;-580;0;900
20160819;56000;900;;0;755;-1498;0;1584
20160820;56000;0;;0;1908;-346;0;2053
20160822;56000;0;;260;1581;0;767;0
20160823;56000;-590;;0;69;-9;0;-590
20160824;56000;0;;1412;67;-809;0;0
20160825;56000;1700;;612;169;-927;0;3165
20160826;56000;-147;;109;197;-1321;0;433
20160827;56000;0;;109;197;-1316;0;-97
20160829;56000;0;;303;197;-1553;0;117
20160830;56000;0;;976;202;-1894;0;325
20160831;51078;-4922;;2;272;-1444;0;1040
20160901;56000;600;57504;5915;94;-5182;0;595
20160902;56000;950;60473;7119;308;-3874;0;7357
20160903;56000;0;60885;2;1004;0;3941;8758
20160905;56000;0;56240;1551;902;-1404;0;-6
20160906;56000;0;55477;399;757;-1270;0;1754
20160907;56000;-1591;53178;2;1168;-1223;0;-791
20160908;56000;0;55312;60;648;-1259;0;-7
20160909;56000;0;55509;135;590;-1243;0;618
20160910;56000;0;55571;48;1217;-534;0;820
20160912;56000;0;54949;2;1670;-681;0;129
20160913;56000;0;55438;194;1067;-942;0;-416
20160914;56000;-322;54913;175;1316;-931;0;112
20160915;56000;0;59086;4215;1285;-1178;0;193
20160916;56000;0;56391;88394;0;-1097;0;5116
20160917;56000;0;56764;2;2586;0;789;1860
20160919;56000;0;56873;2;2099;-943;0;1330
20160920;56000;-1716;53318;2;3072;-866;0;-1816
20160921;56000;0;55348;288;83;-918;0;0
20160922;56000;2100;57505;186;84;-790;0;2375
20160923;56000;0;55404;510;100;-1106;0;202
20160924;56000;0;54894;88809;0;-1106;0;0
20160926;56000;-418;53374;0;447;-1540;0;153
20160927;56000;0;56320;1701;100;-1031;0;-696
20160928;56000;0;56434;3456;2193;-1055;0;1489
20160929;56000;0;55852;964;100;-1305;0;1556
20160930;56000;0;54575;245;422;-1596;0;1212
20161001;56000;0;54592;108;464;-1407;0;179
20161003;62800;6800;62790;2567;107;-2826;0;0
20161004;56980;980;56983;2199;616;-2101;0;2981
20161005;56000;0;55730;1936;212;-2647;0;2236
20161006;56000;0;56428;1369;212;-1540;0;2535
20161007;56000;0;56234;1430;212;-1936;0;2109
20161008;56000;0;56394;108;1195;0;363;2336
20161010;56000;0;54821;121;1195;-1216;0;37
20161011;56000;0;55303;121;360;-1574;0;41
20161012;56000;0;56486;2064;1169;-1638;0;990
20161013;56660;660;56655;770;1170;-1100;0;2390
20161014;56850;850;58039;2703;1681;-1486;0;1253
20161015;56850;0;58422;258;2108;0;1392;3052
20161017;55849;-151;54667;0;2104;-1197;0;269
20161018;56000;0;55036;0;1693;-1395;0;20
20161019;56000;0;55102;0;2315;-911;0;647
20161020;56850;850;56926;0;2315;0;26;50
20161021;57040;1040;56978;1179;64;-1241;0;0
20161022;57040;0;57019;1179;64;-1242;0;1221
20161024;55219;-781;53753;1;185;-1482;0;1315
20161025;56000;0;54830;114;185;-1299;0;16
20161026;57620;1620;56966;774;185;-1448;0;134
20161027;57160;1160;56726;954;185;-1442;0;828
20161028;58190;2190;58212;2109;185;-2187;0;1054
20161029;58190;0;58326;1;373;0;118;2315
20161031;56000;0;53743;192;258;-2584;0;20
20161101;56000;0;55194;3722;195;-4709;0;310
20161102;57018;1800;57782;3747;439;-3118;0;4108
20161103;55728;510;57479;3140;134;-2045;0;4105
20161104;55218;0;56095;2695;663;-2169;0;4027
20161105;55218;0;56290;2695;663;-2172;0;3244
20161107;55218;0;56056;1;1286;0;448;3708
20161108;55218;0;56481;3741;3223;-960;0;419
20161109;56000;0;55248;1;1880;-763;0;2409
20161110;57100;1100;57072;1;1454;-467;0;12
20161111;56000;0;55277;1;1680;-980;0;483
20161112;56000;0;55295;1;1951;-719;0;285
20161114;56000;0;55359;1;1951;-660;0;19
20161115;56000;0;55199;1;1951;-823;0;22
20161116;56000;0;55143;1;1951;-883;0;26
20161117;56570;570;56585;1;1951;-18;0;33
20161118;58570;2570;58554;190;962;-1239;0;44
20161119;58570;0;59101;1;2540;0;531;1768
20161121;56000;0;61040;2;88;-100;0;5140
20161122;56920;920;56762;904;60;-1060;0;0
20161123;56000;0;55795;922;91;-1125;0;933
20161124;56000;0;57268;2;124;0;1268;953
20161125;56000;0;55474;2495;124;-3019;0;0
20161126;56000;0;55567;2;220;-433;0;2589
20161128;56000;0;53752;2422;124;-4764;0;0
20161129;56000;0;57022;3330;124;-2511;0;2625
20161130;57900;1900;57494;2304;106;-3092;0;3694
20161201;56000;0;56128;2732;178;-3042;0;2813
20161202;56700;700;57119;1937;178;-2114;0;3328
20161203;56700;0;57213;2;918;0;521;2667
20161205;56000;0;56221;1770;178;-2277;0;-9
20161206;56000;0;56205;1020;170;-1708;0;2655
20161207;56000;0;55387;2;260;-1545;0;2040
20161208;57300;1300;57280;221;188;-1310;0;999
20161209;56000;0;55757;2;415;-1179;0;1382
20161210;56000;0;55843;2;1449;-144;0;1021
20161212;56000;0;53115;193;1431;-3079;0;-15
20161213;56000;0;54765;238;1401;-1526;0;215
20161214;57170;1170;57126;654;250;-1937;0;327
20161215;57400;1400;57360;2;922;-880;0;2164
20161216;0;0;0;89942;0;0;0;0
20161217;57400;0;57697;2;2129;0;328;1176
20161219;56000;0;53900;2;2129;-2100;0;0
20161220;56000;0;58105;1858;140;-1740;0;0
20161221;56438;438;54728;2;5974;-1710;0;7690
20161222;61500;5500;57904;0;1668;-1990;0;0
20161223;56900;900;56911;2219;62;-2156;0;-1658
20161224;56900;0;56985;0;82;0;85;2240
20161226;0;0;0;0;0;0;0;0
20161227;0;0;0;0;0;0;0;0
20161228;56000;0;56813;2894;62;-2102;0;0
20161229;56940;940;56728;1762;62;-2111;0;3031
20161230;56000;0;59349;2558;62;-1889;0;4442
20161231;56000;0;56350;461;379;-130;0;2894
20170102;56000;0;0;0;0;0;0;-56000
20170103;56000;0;53477;2177;154;-5016;0;553
20170104;56000;0;56211;3402;154;-3639;0;2625
20170105;56000;0;55869;1371;154;-2163;0;4064
20170106;56000;0;55481;1133;154;-2433;0;2152
20170107;56000;0;55600;0;1055;-400;0;2034
20170109;56000;0;55985;841;154;-1757;0;0
20170110;56000;0;55713;180;154;-1503;0;1876
20170111;56000;0;55323;0;599;-1432;0;1380
20170112;56000;0;56418;0;1353;0;418;755
20170113;57360;1360;57374;814;154;-1999;0;0
20170114;57360;0;57595;0;1577;0;235;2237
20170116;56000;0;56023;0;341;-1213;0;0
20170117;56000;0;54538;0;1686;-1565;0;1442
20170118;56000;0;55694;0;491;-1623;0;123
20170119;58600;2600;58708;900;1619;-1311;0;1647
20170120;56890;890;56835;0;2607;-55;0;1893
20170121;56890;0;56834;0;2607;-56;0;0
20170123;56000;0;55492;72904;0;-508;0;0
20170124;56000;0;54516;10;65;-1484;0;0
20170125;56635;635;56087;2876;65;-3414;0;0
20170126;56000;0;59243;3008;66;-2724;0;5836
20170127;57600;1600;57447;1423;107;-1770;0;3243
20170128;57600;0;57515;0;368;-85;0;1685
20170130;56000;0;54804;0;368;-1196;0;0
20170131;56960;960;55399;0;368;-618;0;-943
20170201;56000;600;55945;0;137;-887;0;600
20170202;56000;0;56765;0;381;0;765;244
20170203;56000;850;56808;0;381;-42;0;850
20170204;56000;0;56809;0;381;-41;0;850
20170206;56000;0;55332;0;394;-668;0;0
20170207;56000;0;55646;0;394;-354;0;0
20170208;56000;0;52935;0;394;-3065;0;0
20170209;56000;0;54404;0;394;-1596;0;0
20170210;56000;0;55361;0;394;-639;0;0
20170211;56000;0;55362;0;394;-638;0;0
20170213;56000;0;54707;0;377;-1310;0;0
20170214;56000;0;55973;504;340;-588;0;19
20170215;56000;0;54770;0;490;-1230;0;655
20170216;56000;1900;57844;0;490;-83;0;1927
20170217;56000;0;56732;0;490;0;732;0
20170218;56000;0;56729;0;490;0;729;0
20170220;56000;0;55773;0;492;-227;0;0
20170221;56000;0;56499;1987;64;-1484;0;0
20170222;56000;0;52158;1;139;-3842;0;2054
20170223;56000;0;55158;2;138;-845;0;3
20170224;56000;0;56185;3355;67;-3240;0;0
20170225;56000;0;56308;19;274;0;307;3544
20170227;56000;750;56618;3154;260;-3301;0;769
20170228;56000;0;55396;1227;230;-2020;0;3313
20170301;56000;0;55305;5266;224;-6153;0;1414
20170302;56000;600;56372;73442;53;-3708;0;6407
20170303;56000;0;56522;2512;67;-2871;0;3663
20170304;56000;0;56717;9;1131;0;702;3582
20170306;56000;0;55432;598;341;-1964;0;17
20170307;56000;0;55413;1188;1208;-1799;0;1489
20170308;56000;0;54737;0;1008;-1574;0;1299
20170309;56000;0;54929;0;1335;-1078;0;334
20170310;56000;0;54846;0;1385;-1112;0;8
20170311;56000;0;54839;0;1331;-1169;0;-46
20170313;56000;0;54901;0;2615;0;175;10
20170314;56000;0;55149;0;1170;-862;0;-1433
20170315;56000;0;54460;0;882;-1841;0;13
20170316;56000;-234;55256;8;1216;-535;0;117
20170317;56000;0;55236;140;1138;-1004;0;31
20170318;56000;0;55298;8;1269;-740;0;300
20170320;56000;0;55588;8;1269;-489;0;77
20170321;56000;0;55665;0;0;0;0;-335
20170322;56000;242;58486;3558;87;-1327;0;242
20170323;56000;0;56435;1690;84;-1375;0;3679
20170324;56000;0;56426;1837;84;-1588;0;1867
20170325;56000;0;54428;0;327;0;508;0
20170327;56000;0;55873;1485;327;-1612;0;0
20170328;56000;0;56200;2088;138;-2131;0;1554
20170329;56000;0;51210;0;3461;-1779;0;2401
20170330;56000;0;59218;3712;84;-3871;0;0
20170331;56000;0;54308;1991;84;-3950;0;3979
20170401;56000;0;54449;0;593;-1421;0;2369
20170403;56000;0;55641;3234;593;-3593;0;0
20170404;56000;0;56039;3309;529;-3487;0;3388
20170405;56770;0;56548;190;633;0;68;2933
20170406;56000;770;56654;285;949;-401;0;1276
20170407;56000;0;54835;0;964;-563;0;-301
20170408;56000;0;54835;0;964;-564;0;-601
20170410;56000;0;55808;0;572;-1006;0;421
20170411;57300;1300;56798;628;416;-1285;0;0
20170412;56500;500;56044;362;616;-1287;0;1297
20170413;57700;1700;57978;1110;418;-1568;0;900
20170414;57700;0;0;92879;0;0;0;-57700
20170415;57700;0;58317;0;1524;0;647;2186
20170417;57700;0;0;92879;0;0;0;-57700
20170418;56000;0;58007;2062;419;-1160;0;0
20170419;56000;0;54817;0;2052;-1183;0;3695
20170420;56000;0;53797;0;2822;-1432;0;0
20170421;56880;880;57045;923;584;-1409;0;-963
20170422;56880;0;57045;382;2142;0;713;1550
20170424;59700;3700;60382;382;2142;0;682;0
20170425;57100;1100;57021;1303;92;-1382;0;0
20170426;56000;0;55212;0;136;-1462;0;2027
20170427;56000;0;0;0;0;0;0;-56000
20170428;58000;2000;53071;1675;86;-1702;0;-4952
20170429;58000;0;58102;0;211;0;102;1800
20170501;0;0;0;0;0;0;0;0
20170502;56000;0;57294;3144;86;-1975;0;0
20170503;56000;0;55882;2860;383;-2977;0;3441
20170504;56000;0;55620;1735;383;-2273;0;3018
20170505;56000;0;55516;1299;383;-2054;0;2005
20170506;56000;0;55620;0;751;-380;0;1668
20170508;56000;0;54611;0;486;-1658;0;0
20170509;56000;0;56384;2621;454;-2555;0;286
20170510;56000;0;55815;0;1017;-185;0;3183
20170511;56000;0;56366;1615;454;-1812;0;0
20170512;56000;1000;52324;610;454;-1275;0;-1396
20170513;56000;0;57279;0;1389;0;279;2545
20170515;56000;0;55746;283;454;-1472;0;0
20170516;56000;0;55859;1158;454;-2436;0;1421
20170517;56000;0;55919;1634;1733;-2034;0;2755
20170518;56000;0;55538;383;2008;-1376;0;2441
20170519;56000;2600;58628;10;1608;-1217;0;3818
20170520;56000;0;59235;10;3454;0;636;4445
20170522;56000;600;56123;1391;573;-1740;0;600
20170523;56000;0;54899;265;87;-1398;0;1305
20170524;56000;-1574;52229;9;139;-2195;0;-1267
20170525;56000;0;55896;1708;86;-1855;0;-2
20170526;56000;0;56475;2261;86;-1894;0;1816
20170527;56000;0;56603;309;283;0;292;2460
20170529;56000;0;55221;1027;97;-2020;0;337
20170530;56000;900;56962;2569;86;-2786;0;2195
20170531;56000;0;55849;3047;1719;-1973;0;2977
20170601;56900;900;57146;2554;179;-2710;0;1909
20170602;56600;600;56536;3794;179;-4408;0;3104
20170603;56000;0;56768;82;1041;0;169;5173
20170605;56000;0;56538;1395;126;-1689;0;0
20170606;56000;0;57154;1659;185;-1426;0;2375
20170607;56000;0;55489;73;1493;-770;0;3152
20170608;56000;0;55502;92;1337;-495;0;-151
20170609;56000;0;55522;318;1076;-989;0;-2
20170610;56000;0;55571;318;1304;-755;0;554
20170612;56000;0;55571;43;2152;0;302;392
20170613;56000;0;55987;155;1004;-460;0;-813
20170614;56000;0;54554;63;1711;-1150;0;503
20170615;56000;0;54681;200;1509;-1319;0;-338
20170616;0;0;54681;0;0;0;0;54681
20170617;56000;0;54688;200;0;-1312;0;0
20170619;56570;570;56680;200;1248;-152;0;0
20170620;56600;600;56614;200;1640;0;14;392
20170621;56000;0;55345;200;1640;-655;0;0
20170622;57595;1595;57917;6;105;0;322;0
20170623;56000;0;55228;287;120;-1062;0;0
20170624;56000;0;55247;9;131;-765;0;301
20170626;56000;0;54860;131;120;-1273;0;0
20170627;56000;0;55329;389;120;-1082;0;153
20170628;58000;2000;57551;267;119;-756;0;428
20170629;57500;1500;57981;1097;121;-668;0;321
20170630;57100;1100;56216;806;127;-3691;0;3104
20170701;57100;0;54316;518;247;-3252;0;875
20170703;59600;3600;59355;2164;204;-2545;0;611
20170704;57200;1200;57299;1352;308;-1419;0;2435
20170705;56000;0;55824;913;308;-1350;0;1612
20170706;56000;0;54891;0;630;-1126;0;1252
20170707;56000;0;55039;125;331;-1404;0;443
20170708;56000;0;55177;0;683;-823;0;0
20170710;56000;0;56101;984;318;-1248;0;0
20170711;56000;0;55072;7;647;-1105;0;1483
20170712;56000;0;55407;179;331;-1279;0;197
20170713;56000;0;55930;344;331;-1007;0;772
20170714;56000;0;55803;1016;331;-1939;0;1071
20170715;56000;0;58101;1016;331;0;92;2009
20170717;56700;700;54814;0;2138;-2077;0;3013
20170718;56000;0;55059;0;1929;-1404;0;254
20170719;56000;0;55810;0;2718;-96;0;695
20170720;57350;1350;57343;0;2718;-7;0;0
20170721;57500;1500;57409;2078;454;-2070;0;0
20170722;57500;0;55434;0;238;-24;0;0
20170724;57000;1000;57085;114;169;-93;0;0
20170725;57050;1050;56809;1371;170;-1498;0;0
20170726;56000;0;57199;3505;263;-1648;0;1495
20170727;61000;5000;60913;1113;240;-1334;0;2957
20170728;58100;2100;58831;2213;240;-1652;0;1283
20170729;58100;0;58936;3;512;0;836;2482
20170731;56000;0;57052;1337;270;-1792;0;1238
20170801;56000;0;56206;4187;130;-4439;0;1686
20170802;56000;0;56688;3442;625;-2949;0;4877
20170803;56000;0;56607;2926;661;-2670;0;3829
20170804;56000;660;56123;0;959;-771;0;4119
20170805;56000;0;56147;0;1208;-513;0;909
20170807;56000;0;56183;987;720;-1292;0;1475
20170808;56000;0;53660;1371;394;-2199;0;-851
20170809;0;0;0;0;0;0;0;0
20170810;56000;0;56109;278;1659;-205;0;2672
20170811;56000;0;56178;800;1075;-1271;0;343
20170812;56000;0;56323;49;1860;0;265;1594
20170814;56000;0;54609;0;1883;-1391;0;73
20170815;56000;0;54016;0;2481;-1386;0;0
20170816;56000;0;53296;0;3560;-928;0;-697
20170817;56000;0;55473;0;887;-1068;0;-2132
20170818;56000;0;55999;479;802;-1241;0;676
20170819;56000;0;56427;0;1977;0;427;1654
20170821;56000;0;56022;0;1977;0;22;0
20170822;56000;900;56882;1670;139;-1669;0;899
20170823;56000;0;56254;1372;195;-1101;0;1709
20170824;56000;0;57285;2635;244;-1350;0;1421
20170825;56000;0;55446;1039;290;-1644;0;2733
20170826;56000;0;55468;329;367;-855;0;1110
20170828;56000;0;50511;0;411;-5466;0;350
20170829;56930;930;56929;1131;434;-1109;0;0
20170830;57580;1580;57613;1183;290;-1301;0;1138
20170831;56000;0;53770;24;525;-2233;0;1397
20170901;56000;0;55529;4115;256;-4831;0;0
20170902;56000;0;55761;24;754;-239;0;4590
20170904;56000;0;55623;3421;456;-4072;0;0
20170905;56000;0;56298;1262;393;-1563;0;3957
20170906;56000;0;55376;661;1081;-1322;0;1986
20170907;56000;0;55545;982;1214;-1175;0;747
20170908;56000;0;55144;5;941;-1143;0;776
20170909;56000;0;55167;5;1251;-833;0;310
20170911;56000;850;56849;1231;538;-1940;0;850
20170912;56000;0;56065;885;1169;-1113;0;2154
20170913;56000;0;55788;502;823;-1500;0;1325
20170914;56000;0;56147;248;1517;-377;0;1472
20170915;56000;0;55445;1670;1846;-2259;0;611
20170916;56000;0;55784;5;2226;-216;0;2045
20170918;56000;0;54573;5;2226;-1427;0;0
20170919;56000;930;56919;462;1219;-1475;0;930
20170920;56000;0;55001;5;3690;-999;0;2928
20170921;56000;0;56381;2013;156;-1632;0;0
20170922;56000;0;57255;2458;266;-1165;0;2084
20170923;56000;0;57356;550;336;0;814;2520
20170925;56000;0;0;0;0;0;0;-56000
20170926;56000;0;55632;2580;299;-2989;0;563
20170927;56000;0;55273;1447;407;-2291;0;2816
20170928;56000;0;57072;5088;299;-4314;0;1636
20170929;56000;0;55867;2931;699;-3218;0;5642
20170930;56000;0;56148;587;892;-545;0;3230
20171002;56000;0;55903;7001;604;-7614;0;815
20171003;56000;0;54380;1737;1269;-3602;0;7911
